web-scraper-order,web-scraper-start-url,title,price,availability,pagination,pagination-href,link,link-href,image-src
"1612612183-1708","https://www.evomag.ro/portabile-laptopuri-notebook/","Laptop Apple The New MacBook 12 Retina (Procesor Intel® Core™ M3 (4M Cache, up to 3.00 GHz), Kaby Lake, 12"", Retina, 8GB, 256GB SSD, Intel GMA HD 615, Mac OS Sierra, Layout INT, Auriu)","7.699,99 Lei","Stoc epuizat","20","https://www.evomag.ro/portabile-laptopuri-notebook/filtru/pagina:20","Laptop Apple The New MacBook 12 Retina (Procesor Intel® Core™ M3 (4M Cache, up to 3.00 GHz), Kaby Lake, 12"", Retina, 8GB, 256GB SSD, Intel GMA HD 615, Mac OS Sierra, Layout INT, Auriu)","https://www.evomag.ro/portabile-laptopuri-notebook/apple-laptop-apple-the-new-macbook-12-retina-procesor-intel-core-m3-4m-cache-up-to-3.00-ghz-kaby-lake-12-retina-8gb-256gb-ssd-intel-gma-hd-615-mac-os-sierra-layout-int-auriu-3593550.html","https://static3.evomag.ro/img?file=products%2F3593%2F3593550%2F1498054353arg1.jpg&height=150&extend=white"
"1612611860-1354","https://www.evomag.ro/portabile-laptopuri-notebook/","Nou! Laptop HP 250 G7 (Procesor Intel® Core™ i5-1035G1 (6M Cache, up to 3.60 GHz), Ice Lake, 15.6"" FHD, 8GB, 512GB SSD, Intel® UHD Graphics, Windows 10 Pro, Negru)","3.399,00 Lei","Stoc epuizat","6","https://www.evomag.ro/portabile-laptopuri-notebook/filtru/pagina:6","Nou! Laptop HP 250 G7 (Procesor Intel® Core™ i5-1035G1 (6M Cache, up to 3.60 GHz), Ice Lake, 15.6"" FHD, 8GB, 512GB SSD, Intel® UHD Graphics, Windows 10 Pro, Negru)","https://www.evomag.ro/portabile-laptopuri-notebook/hp-laptop-hp-250-g7-procesor-intel-core-i5-1035g1-6m-cache-up-to-3.60-ghz-ice-lake-15.6-fhd-8gb-512gb-ssd-intel-uhd-graphics-windows-10-pro-negru-3807197.html","https://static3.evomag.ro/img?file=products%2F3807%2F3807197%2Flaptop-hp-250-g7-procesor-int-601d65b10b9c7.JPG&height=150&extend=white"
"1612612855-2384","https://www.evomag.ro/portabile-laptopuri-notebook/","Laptop Dell Latitude 3510 (Procesor Intel® Core™ i3-10110U (4M Cache, up to 4.10 GHz) 15.6"" HD, 4GB, 128GB SSD, Intel® UHD Graphics, Ubuntu Linux, Negru)","2.699,00 Lei","In stoc magazin","2","https://www.evomag.ro/portabile-laptopuri-notebook/filtru/pagina:2","Laptop Dell Latitude 3510 (Procesor Intel® Core™ i3-10110U (4M Cache, up to 4.10 GHz) 15.6"" HD, 4GB, 128GB SSD, Intel® UHD Graphics, Ubuntu Linux, Negru)","https://www.evomag.ro/portabile-laptopuri-notebook/dell-laptop-dell-latitude-3510-procesor-intel-core-i3-10110u-4m-cache-up-to-4.10-ghz-15.6-hd-4gb-128gb-ssd-intel-uhd-graphics-ubuntu-linux-negru-3804737.html","https://static3.evomag.ro/img?file=products%2F3804%2F3804737%2Flaptop-dell-latitude-3510-pro-5fce1705e9400.JPG&height=150&extend=white"
"1612611999-1513","https://www.evomag.ro/portabile-laptopuri-notebook/","Laptop Lenovo ThinkBook 15 (Procesor Intel® Core™ i5-10210U (6M Cache, up to 4.20 GHz), Comet Lake, 15.6"" FHD, 8GB, 512GB SSD, Intel® UHD Graphics, Gri)","3.499,99 Lei","Stoc epuizat","12","https://www.evomag.ro/portabile-laptopuri-notebook/filtru/pagina:12","Laptop Lenovo ThinkBook 15 (Procesor Intel® Core™ i5-10210U (6M Cache, up to 4.20 GHz), Comet Lake, 15.6"" FHD, 8GB, 512GB SSD, Intel® UHD Graphics, Gri)","https://www.evomag.ro/portabile-laptopuri-notebook/lenovo-laptop-lenovo-thinkbook-15-procesor-intel-core-i5-10210u-6m-cache-up-to-4.20-ghz-comet-lake-15.6-fhd-8gb-512gb-ssd-intel-uhd-graphics-gri-3789770.html","https://static3.evomag.ro/img?file=products%2F3789%2F3789770%2F1578320923Laptop+Lenovo+ThinkBook+%28Procesor+Intel%C2%AE+Core%E2%84%A2+i7-10510U+%288M+Cache%2C+up+to+4.90+GHz%29%2C+Comet+Lake%2C+15.6+FHD%2C+16GB%2C+512GB+SSD%2C+Intel%C2%AE+UHD+Graphics%2C+FPR%2C+Gri%29+1.jpg&height=150&extend=white"
"1612612091-1617","https://www.evomag.ro/portabile-laptopuri-notebook/","Laptop Dell Latitude 7400 (Procesor Intel® Core™ i5-8265U (6M Cache, up to 3.90 GHz), Whiskey Lake, 14"" FHD, 16GB, 512GB SSD, Intel® UHD Graphics 620, Win10 Pro, Negru)","7.999,99 Lei","Stoc epuizat","16","https://www.evomag.ro/portabile-laptopuri-notebook/filtru/pagina:16","Laptop Dell Latitude 7400 (Procesor Intel® Core™ i5-8265U (6M Cache, up to 3.90 GHz), Whiskey Lake, 14"" FHD, 16GB, 512GB SSD, Intel® UHD Graphics 620, Win10 Pro, Negru)","https://www.evomag.ro/portabile-laptopuri-notebook/dell-laptop-dell-latitude-7400-procesor-intel-core-i5-8265u-6m-cache-up-to-3.90-ghz-whiskey-lake-14-fhd-16gb-512gb-ssd-intel-uhd-graphics-620-win10-pro-negru-3775579.html","https://static3.evomag.ro/img?file=products%2F3775%2F3775579%2F1574690753Laptop+Dell+Latitude+7400+%28Procesor+Intel%C2%AE+Core%E2%84%A2+i7-8665U+%288M+Cache%2C+up+to+4.80+GHz%29%2C+Whiskey+Lake%2C+14+FHD%2C+8GB%2C+512GB+SSD%2C+Intel%C2%AE+UHD+Graphics+620%2C+Win10+Pro%2C+Negru%29+1.jpg&height=150&extend=white"
"1612612534-2034","https://www.evomag.ro/portabile-laptopuri-notebook/","Laptop HP 250 G6 (Procesor Intel® Core™ i5-7200U (3M Cache, up to 3.10 GHz), Kaby Lake, 15.6"" FHD, 8GB, 256GB SSD, AMD Radeon 520@2GB, Wireless AC, Argintiu-Cenusiu)","2.570,99 Lei","Stoc epuizat","13","https://www.evomag.ro/portabile-laptopuri-notebook/filtru/pagina:13","Laptop HP 250 G6 (Procesor Intel® Core™ i5-7200U (3M Cache, up to 3.10 GHz), Kaby Lake, 15.6"" FHD, 8GB, 256GB SSD, AMD Radeon 520@2GB, Wireless AC, Argintiu-Cenusiu)","https://www.evomag.ro/portabile-laptopuri-notebook/hp-laptop-hp-250-g6-procesor-intel-core-i5-7200u-3m-cache-up-to-3.10-ghz-kaby-lake-15.6-fhd-8gb-256gb-ssd-amd-radeon-520-2gb-wireless-ac-argintiu-cenusiu-3589803.html","https://static3.evomag.ro/img?file=products%2F3589%2F3589803%2Fw1537535033_1499250138hp1.jpg&height=150&extend=white"
"1612612762-2283","https://www.evomag.ro/portabile-laptopuri-notebook/","Laptop Gaming Acer Predator Helios 300 PH317-54 (Procesor Intel® Core™ i7-10750H (12M Cache, up to 5.00 GHz), Comet Lake, 17.3"" FHD 144Hz, 16GB, 1TB SSD, nVidia GeForce RTX 2070 @8GB, Win10 Home, Negru)","8.199,99 Lei","In stoc (exclusiv online)","4","https://www.evomag.ro/portabile-laptopuri-notebook/filtru/pagina:4","Laptop Gaming Acer Predator Helios 300 PH317-54 (Procesor Intel® Core™ i7-10750H (12M Cache, up to 5.00 GHz), Comet Lake, 17.3"" FHD 144Hz, 16GB, 1TB SSD, nVidia GeForce RTX 2070 @8GB, Win10 Home, Negru)","https://www.evomag.ro/portabile-laptopuri-notebook/acer-laptop-gaming-acer-predator-helios-300-ph317-54-procesor-intel-core-i7-10750h-12m-cache-up-to-5.00-ghz-comet-lake-17.3-fhd-144hz-16gb-1tb-ssd-nvidia-geforce-rtx-2070-8gb-win10-home-negru-3804986.html","https://static3.evomag.ro/img?file=products%2F3804%2F3804986%2F1565343980Laptop+Gaming+Acer+Predator+Helios+300+PH317-53+%28Procesor+Intel%C2%AE+Core%E2%84%A2+i7-9750H+%2812M+Cache%2C+up+to+4.50+GHz%29%2C+17.3+FHD%2C+16GB%2C+1TB+HDD+%407200RPM+%2B+512GB+SSD%2C+nVidia+GeForce+GTX+1660Ti+%406GB%2C+Negru%29+1.jpg&height=150&extend=white"
"1612611813-1291","https://www.evomag.ro/portabile-laptopuri-notebook/","Laptop Apple MacBook Air (Procesor Apple M1 (12M Cache, up to 3.20 GHz), 13.3"", Retina, 8GB, 256GB SSD, Integrated M1 Graphics, Mac OS Big Sur, Layout INT, Gri)","5.599,00 Lei","In stoc magazin","","","Laptop Apple MacBook Air (Procesor Apple M1 (12M Cache, up to 3.20 GHz), 13.3"", Retina, 8GB, 256GB SSD, Integrated M1 Graphics, Mac OS Big Sur, Layout INT, Gri)","https://www.evomag.ro/portabile-laptopuri-notebook/apple-laptop-apple-macbook-air-procesor-apple-m1-12m-cache-up-to-3.20-ghz-13.3-retina-8gb-256gb-ssd-integrated-m1-graphics-mac-os-big-sur-layout-int-gri-3803867.html","https://static3.evomag.ro/img?file=products%2F3803%2F3803867%2F1605782441laptop-apple-macbook-air-procesor-apple-m1-12m-cache-up-to-320-ghz-133-retina-8gb-256gb-ssd-integrated-m1-graphics-mac-os-big-sur-layout-int-gri1.jpg&height=150&extend=white"
"1612612275-1778","https://www.evomag.ro/portabile-laptopuri-notebook/","Laptop HP 250 G7 (Procesor Intel® Core™ i7-8565U (8M Cache, up to 4.60 GHz), Whiskey Lake, 15.6"" FHD, 8GB, 256GB SSD, Intel® UHD Graphics 620, Win10 Pro, Argintiu)","3.899,99 Lei","Stoc epuizat","24","https://www.evomag.ro/portabile-laptopuri-notebook/filtru/pagina:24","Laptop HP 250 G7 (Procesor Intel® Core™ i7-8565U (8M Cache, up to 4.60 GHz), Whiskey Lake, 15.6"" FHD, 8GB, 256GB SSD, Intel® UHD Graphics 620, Win10 Pro, Argintiu)","https://www.evomag.ro/portabile-laptopuri-notebook/hp-laptop-hp-250-g7-procesor-intel-core-i7-8565u-8m-cache-up-to-4.60-ghz-whiskey-lake-15.6-fhd-8gb-256gb-ssd-intel-uhd-graphics-620-win10-pro-argintiu-3756700.html","https://static3.evomag.ro/img?file=products%2F3756%2F3756700%2F1563864177Laptop+HP+250+G7+%28Procesor+Intel%C2%AE+Core%E2%84%A2+i7-8565U+%288M+Cache%2C+up+to+4.60+GHz%29%2C+Whiskey+Lake%2C+15.6+FHD%2C+8GB%2C+256GB+SSD%2C+Intel%C2%AE+UHD+Graphics+620%2C+Win10+Pro%2C+Argintiu%29+1.jpg&height=150&extend=white"
"1612611999-1508","https://www.evomag.ro/portabile-laptopuri-notebook/","Laptop Apple MacBook Air 2020 (Procesor Intel® Core™ i3 Gen10 (4M Cache, up to 3.20 GHz), 13.3"", Retina, 8GB, 256GB SSD, Intel® Iris® Plus Graphics, Mac OS Catalina, Layout RO, Gri)","6.433,99 Lei","Stoc epuizat","12","https://www.evomag.ro/portabile-laptopuri-notebook/filtru/pagina:12","Laptop Apple MacBook Air 2020 (Procesor Intel® Core™ i3 Gen10 (4M Cache, up to 3.20 GHz), 13.3"", Retina, 8GB, 256GB SSD, Intel® Iris® Plus Graphics, Mac OS Catalina, Layout RO, Gri)","https://www.evomag.ro/portabile-laptopuri-notebook/apple-laptop-apple-macbook-air-2020-procesor-intel-core-i3-gen10-4m-cache-up-to-3.20-ghz-13.3-retina-8gb-256gb-ssd-intel-iris-plus-graphics-mac-os-catalina-layout-ro-gri-3785296.html","https://static3.evomag.ro/img?file=products%2F3785%2F3785296%2F1585322765Laptop+Apple+MacBook+Air+2020+%28Procesor+Intel%C2%AE+Core%E2%84%A2+i5+Gen10+%286M+Cache%2C+up+to+3.50+GHz%29%2C+13.3%2C+Retina%2C+8GB%2C+512GB+SSD%2C+Intel%C2%AE+Iris%C2%AE+Plus+Graphics%2C+Mac+OS+Catalina%2C+Layout+RO%2C+Gri%291.jpg&height=150&extend=white"
"1612612356-1877","https://www.evomag.ro/portabile-laptopuri-notebook/","Laptop Apple The New MacBook Air 13 Retina (Procesor Intel® Core™ i5-8210Y (4M Cache, up to 3.60 GHz), Amber Lake Y, 13.3"", Retina, 8GB, 128GB SSD, Intel® UHD Graphics 617, FPR, Mac OS Mojave, Layout INT, Argintiu)","5.867,99 Lei","Stoc epuizat","21","https://www.evomag.ro/portabile-laptopuri-notebook/filtru/pagina:21","Laptop Apple The New MacBook Air 13 Retina (Procesor Intel® Core™ i5-8210Y (4M Cache, up to 3.60 GHz), Amber Lake Y, 13.3"", Retina, 8GB, 128GB SSD, Intel® UHD Graphics 617, FPR, Mac OS Mojave, Layout INT, Argintiu)","https://www.evomag.ro/portabile-laptopuri-notebook/apple-laptop-apple-the-new-macbook-air-13-retina-procesor-intel-core-i5-8210y-4m-cache-up-to-3.60-ghz-amber-lake-y-13.3-retina-8gb-128gb-ssd-intel-uhd-graphics-617-fpr-mac-os-mojave-layout-int-argintiu-3761870.html","https://static3.evomag.ro/img?file=products%2F3761%2F3761870%2F1567507023Laptop+Apple+The+New+MacBook+Air+13+Retina+%28Procesor+Intel%C2%AE+Core%E2%84%A2+i5-8210Y+%284M+Cache%2C+up+to+3.60+GHz%29%2C+13.3%2C+Retina%2C+8GB%2C+128GB+SSD%2C+Intel%C2%AE+UHD+Graphics+617%2C+FPR%2C+Argintiu%29+1.jpg&height=150&extend=white"
"1612612091-1603","https://www.evomag.ro/portabile-laptopuri-notebook/","Laptop Asus Pro P2540FA-DM0120 (Procesor Intel® Core™ i5-10210U (6M Cache, up to 4.20 GHz), Comet Lake, 15.6"" FHD, 8GB, 512GB SSD, Intel® UHD Graphics, FPR, Linux, Negru)","3.151,99 Lei","Stoc epuizat","16","https://www.evomag.ro/portabile-laptopuri-notebook/filtru/pagina:16","Laptop Asus Pro P2540FA-DM0120 (Procesor Intel® Core™ i5-10210U (6M Cache, up to 4.20 GHz), Comet Lake, 15.6"" FHD, 8GB, 512GB SSD, Intel® UHD Graphics, FPR, Linux, Negru)","https://www.evomag.ro/portabile-laptopuri-notebook/asus-laptop-asus-pro-p2540fa-dm0120-procesor-intel-core-i5-10210u-6m-cache-up-to-4.20-ghz-comet-lake-15.6-fhd-8gb-512gb-ssd-intel-uhd-graphics-fpr-linux-negru-3792965.html","https://static3.evomag.ro/img?file=products%2F3792%2F3792965%2F1575968031Laptop+Asus+Pro+P2540FB-DM0230+%28Procesor+Intel%C2%AE+Core%E2%84%A2+i3-7020U+%284M+Cache%2C+up+to+3.90+GHz%29%2C+Whiskey+Lake%2C+15.6+FHD%2C+4GB%2C+256GB+SSD%2C+nVidia+GeForce+MX110+%402GB%2C+FPR%2C+Endless+OS%2C+Negru%29+1.jpg&height=150&extend=white"
"1612612762-2305","https://www.evomag.ro/portabile-laptopuri-notebook/","Nou! Laptop Dell Inspiron 3793 (Procesor Intel® Core™ i3-1005G1 (4M Cache, up to 3.40 GHz), Ice Lake, 17.3"" FHD, 4GB, 1TB, Intel® UHD Graphics, Win10 Home, Negru)","2.765,99 Lei","Intreaba stoc","4","https://www.evomag.ro/portabile-laptopuri-notebook/filtru/pagina:4","Nou! Laptop Dell Inspiron 3793 (Procesor Intel® Core™ i3-1005G1 (4M Cache, up to 3.40 GHz), Ice Lake, 17.3"" FHD, 4GB, 1TB, Intel® UHD Graphics, Win10 Home, Negru)","https://www.evomag.ro/portabile-laptopuri-notebook/dell-laptop-dell-inspiron-3793-procesor-intel-core-i3-1005g1-4m-cache-up-to-3.40-ghz-ice-lake-17.3-fhd-4gb-1tb-intel-uhd-graphics-win10-home-negru-3806695.html","https://static3.evomag.ro/img?file=products%2F3806%2F3806695%2F1575291681Laptop+Dell+Inspiron+3793+%28Procesor+Intel%C2%AE+Core%E2%84%A2+i7-1065G7+%288M+Cache%2C+up+to+3.90+GHz%29%2C+Ice+Lake%2C+17.3+FHD%2C+8GB%2C+512GB+SSD%2C+nVidia+GeForce+MX230+%402GB%2C+Win10+Home%2C+Negru%29+1.jpg&height=150&extend=white"
"1612612230-1722","https://www.evomag.ro/portabile-laptopuri-notebook/","Laptop HP 250 G7 (Procesor Intel® Core™ i3-7020U (3M Cache, up to 2.30 GHz), Kaby Lake, 15.6"" HD, 8GB, 256GB SSD, Intel® HD Graphics 620, Win10 Pro, Negru)","1.861,99 Lei","Stoc epuizat","22","https://www.evomag.ro/portabile-laptopuri-notebook/filtru/pagina:22","Laptop HP 250 G7 (Procesor Intel® Core™ i3-7020U (3M Cache, up to 2.30 GHz), Kaby Lake, 15.6"" HD, 8GB, 256GB SSD, Intel® HD Graphics 620, Win10 Pro, Negru)","https://www.evomag.ro/portabile-laptopuri-notebook/hp-laptop-hp-250-g7-procesor-intel-core-i3-7020u-3m-cache-up-to-2.30-ghz-kaby-lake-15.6-hd-8gb-256gb-ssd-intel-hd-graphics-620-win10-pro-negru-3756699.html","https://static3.evomag.ro/img?file=products%2F3756%2F3756699%2F1563863215Laptop+HP+250+G7+%28Procesor+Intel%C2%AE+Core%E2%84%A2+i3-7020U+%283M+Cache%2C+up+to+2.30+GHz%29%2C+Kaby+Lake%2C+15.6+HD%2C+8GB%2C+256GB+SSD%2C+Intel%C2%AE+HD+Graphics+620%2C+Win10+Pro%2C+Negru%291.jpg&height=150&extend=white"
"1612612809-2331","https://www.evomag.ro/portabile-laptopuri-notebook/","Laptop Dell Latitude 5411 (Procesor Intel® Core™ i7-10850H (12M Cache, up to 5.10 GHz), Comet Lake, 14"" FHD, 16GB, 512GB SSD, nVidia GeForce MX250 @2GB, FPR, Win10 Pro, Gri)","7.841,99 Lei","In stoc (exclusiv online)","3","https://www.evomag.ro/portabile-laptopuri-notebook/filtru/pagina:3","Laptop Dell Latitude 5411 (Procesor Intel® Core™ i7-10850H (12M Cache, up to 5.10 GHz), Comet Lake, 14"" FHD, 16GB, 512GB SSD, nVidia GeForce MX250 @2GB, FPR, Win10 Pro, Gri)","https://www.evomag.ro/portabile-laptopuri-notebook/dell-laptop-dell-latitude-5411-procesor-intel-core-i7-10850h-12m-cache-up-to-5.10-ghz-comet-lake-14-fhd-16gb-512gb-ssd-nvidia-geforce-mx250-2gb-fpr-win10-pro-gri-3799212.html","https://static3.evomag.ro/img?file=products%2F3799%2F3799212%2F1594379333Laptop+Dell+Latitude+5411+%28Procesor+Intel%C2%AE+Core%E2%84%A2+i5-10400H+%288M+Cache%2C+up+to+4.60+GHz%29%2C+Comet+Lake%2C+14+FHD%2C+8GB%2C+256GB+SSD%2C+nVidia+GeForce+MX250+%402GB%2C+4G%2C+Win10+Pro%2C+Gri%291.jpg&height=150&extend=white"
"1612612809-2344","https://www.evomag.ro/portabile-laptopuri-notebook/","Laptop Gaming Dell Inspiron G7 7700 (Procesor Intel® Core™ i7-10750H (12M Cache, up to 5.00 GHz), Comet Lake, 17.3"" FHD 144Hz, 16GB, 1TB SSD, nVidia GeForce RTX 2060 @6GB, Win10 Pro, Negru)","8.799,99 Lei","In stoc (exclusiv online)","3","https://www.evomag.ro/portabile-laptopuri-notebook/filtru/pagina:3","Laptop Gaming Dell Inspiron G7 7700 (Procesor Intel® Core™ i7-10750H (12M Cache, up to 5.00 GHz), Comet Lake, 17.3"" FHD 144Hz, 16GB, 1TB SSD, nVidia GeForce RTX 2060 @6GB, Win10 Pro, Negru)","https://www.evomag.ro/portabile-laptopuri-notebook/dell-laptop-gaming-dell-inspiron-g7-7700-procesor-intel-core-i7-10750h-12m-cache-up-to-5.00-ghz-comet-lake-17.3-fhd-144hz-16gb-1tb-ssd-nvidia-geforce-rtx-2060-6gb-win10-pro-negru-3803034.html","https://static3.evomag.ro/img?file=products%2F3803%2F3803034%2F1599741350Laptop+Gaming+Dell+Inspiron+G7+7700+%28Procesor+Intel%C2%AE+Core%E2%84%A2+i7-10750H+%2812M+Cache%2C+up+to+5.00+GHz%29%2C+Comet+Lake%2C+17.3+FHD+144Hz%2C+16GB%2C+1TB+SSD%2C+nVidia+GeForce+GTX+1660Ti+%406GB%2C+Win10+Home%2C+Negru%291.jpg&height=150&extend=white"
"1612612762-2292","https://www.evomag.ro/portabile-laptopuri-notebook/","Nou! Laptop Lenovo V14-IIL (Procesor Intel® Core™ i7-1065G7 (8M Cache, up to 3.90 GHz), Ice Lake, 14"" FHD, 8GB, 256GB SSD, nVidia GeForce MX350 @2GB, Gri)","3.926,99 Lei","In stoc (exclusiv online)","4","https://www.evomag.ro/portabile-laptopuri-notebook/filtru/pagina:4","Nou! Laptop Lenovo V14-IIL (Procesor Intel® Core™ i7-1065G7 (8M Cache, up to 3.90 GHz), Ice Lake, 14"" FHD, 8GB, 256GB SSD, nVidia GeForce MX350 @2GB, Gri)","https://www.evomag.ro/portabile-laptopuri-notebook/lenovo-laptop-lenovo-v14-iil-procesor-intel-core-i7-1065g7-8m-cache-up-to-3.90-ghz-ice-lake-14-fhd-8gb-256gb-ssd-nvidia-geforce-mx350-2gb-gri-3807487.html","https://static3.evomag.ro/img?file=products%2F3807%2F3807487%2F1611931323laptop-lenovo-v14-iil-procesor-intelr-core-i7-1065g7-8m-cache-up-to-390-ghz-ice-lake-14-fhd-8gb-256gb-ssd-nvidia-geforce-mx350-2gb-gri.jpg&height=150&extend=white"
"1612612230-1741","https://www.evomag.ro/portabile-laptopuri-notebook/","Laptop Gaming Lenovo Legion 5 (Procesor Intel® Core™ i7-10750H (12M Cache, up to 5.00 GHz), Comet Lake, 15.6"" FHD 120Hz, 16GB, 512GB SSD, nVidia GeForce RTX 2060 @6GB, Negru)","6.299,99 Lei","Stoc epuizat","22","https://www.evomag.ro/portabile-laptopuri-notebook/filtru/pagina:22","Laptop Gaming Lenovo Legion 5 (Procesor Intel® Core™ i7-10750H (12M Cache, up to 5.00 GHz), Comet Lake, 15.6"" FHD 120Hz, 16GB, 512GB SSD, nVidia GeForce RTX 2060 @6GB, Negru)","https://www.evomag.ro/portabile-laptopuri-notebook/lenovo-laptop-gaming-lenovo-legion-5-procesor-intel-core-i7-10750h-12m-cache-up-to-5.00-ghz-comet-lake-15.6-fhd-120hz-16gb-512gb-ssd-nvidia-geforce-rtx-2060-6gb-negru-3794682.html","https://static3.evomag.ro/img?file=products%2F3794%2F3794682%2F1595247987Laptop+Gaming+Lenovo+Legion+5+%28Procesor+Intel%C2%AE+Core%E2%84%A2+i5-10300H+%288M+Cache%2C+up+to+4.50+GHz%29%2C+Comet+Lake%2C+15.6+FHD%2C+8GB%2C+256GB+SSD%2C+nVidia+GeForce+GTX+1650+%404GB%2C+Negru%291.jpg&height=150&extend=white"
"1612612045-1529","https://www.evomag.ro/portabile-laptopuri-notebook/","Laptop Gaming Asus TUF FX505GT-BQ023 (Procesor Intel® Core™ i5-9300H (8M Cache, up to 4.10 GHz), 15.6"" FHD, 8GB, 512GB SSD, nVidia GeForce GTX 1650 @4GB, Negru)","3.375,99 Lei","Stoc epuizat","14","https://www.evomag.ro/portabile-laptopuri-notebook/filtru/pagina:14","Laptop Gaming Asus TUF FX505GT-BQ023 (Procesor Intel® Core™ i5-9300H (8M Cache, up to 4.10 GHz), 15.6"" FHD, 8GB, 512GB SSD, nVidia GeForce GTX 1650 @4GB, Negru)","https://www.evomag.ro/portabile-laptopuri-notebook/asus-laptop-gaming-asus-tuf-fx505gt-bq023-procesor-intel-core-i5-9300h-8m-cache-up-to-4.10-ghz-15.6-fhd-8gb-512gb-ssd-nvidia-geforce-gtx-1650-4gb-negru-3798024.html","https://static3.evomag.ro/img?file=products%2F3798%2F3798024%2F1556779458Laptop+Gaming+Asus+TUF+FX505DY-BQ008+%28Procesor+AMD+Ryzen+5+3550H+%284M+Cache%2C+up+to+3.70+GHz%29%2C+15.6+FHD%2C+8GB%2C+1TB+SSHD+%405400RPM%2C+AMD+Radeon+RX+560X+%404GB%2C+Negru%29+1.jpg&height=150&extend=white"
"1612612855-2400","https://www.evomag.ro/portabile-laptopuri-notebook/","Laptop Gaming Asus TUF FX506LI-HN108 (Procesor Intel® Core™ i7-10870H (16M Cache, up to 5.00 GHz), Comet Lake, 15.6"" FHD 144Hz, 8GB, 512GB SSD, nVidia GeForce GTX 1650Ti @4GB, Negru)","4.623,99 Lei","In stoc (exclusiv online)","2","https://www.evomag.ro/portabile-laptopuri-notebook/filtru/pagina:2","Laptop Gaming Asus TUF FX506LI-HN108 (Procesor Intel® Core™ i7-10870H (16M Cache, up to 5.00 GHz), Comet Lake, 15.6"" FHD 144Hz, 8GB, 512GB SSD, nVidia GeForce GTX 1650Ti @4GB, Negru)","https://www.evomag.ro/portabile-laptopuri-notebook/asus-laptop-gaming-asus-tuf-fx506li-hn108-procesor-intel-core-i7-10870h-16m-cache-up-to-5.00-ghz-comet-lake-15.6-fhd-144hz-8gb-512gb-ssd-nvidia-geforce-gtx-1650ti-4gb-negru-3802622.html","https://static3.evomag.ro/img?file=products%2F3802%2F3802622%2F1604322109laptop-gaming-asus-tuf-fx506li-hn110-procesor-intelr-core-i7-10870h-16m-cache-up-to-500-ghz-comet-lake-156-fhd-144hz-16gb-1tb-ssd-nvidia-geforce-gtx-1650ti-4gb-negru1.jpg&height=150&extend=white"
"1612612579-2107","https://www.evomag.ro/portabile-laptopuri-notebook/","Laptop Asus TUF FA506II-BQ048 (Procesor AMD Ryzen™ 5 4600H (8M Cache, up to 4.00 GHz), 15.6"" FHD, 8GB, 512GB SSD, nVidia GeForce GTX 1650Ti @4GB, Negru)","3.799,99 Lei","Stoc epuizat","11","https://www.evomag.ro/portabile-laptopuri-notebook/filtru/pagina:11","Laptop Asus TUF FA506II-BQ048 (Procesor AMD Ryzen™ 5 4600H (8M Cache, up to 4.00 GHz), 15.6"" FHD, 8GB, 512GB SSD, nVidia GeForce GTX 1650Ti @4GB, Negru)","https://www.evomag.ro/portabile-laptopuri-notebook/asus-laptop-asus-tuf-fa506ii-bq048-procesor-amd-ryzen-5-4600h-8m-cache-up-to-4.00-ghz-15.6-fhd-8gb-512gb-ssd-nvidia-geforce-gtx-1650ti-4gb-negru-3794996.html","https://static3.evomag.ro/img?file=products%2F3794%2F3794996%2F1590763535Laptop+Gaming+Asus+TUF+FA506IU-AL005+%28Procesor+AMD+Ryzen+7+4800H+%288M+Cache%2C+up+to+4.20+GHz%29%2C+15.6+FHD%2C+16GB%2C+512GB+SSD%2C+nVidia+GeForce+GTX+1660Ti+%406GB%2C+Negru%291.jpg&height=150&extend=white"
"1612612230-1739","https://www.evomag.ro/portabile-laptopuri-notebook/","Laptop Dell Vostro 3580 (Procesor Intel® Core™ i3-8145U (4M Cache, up to 3.90 GHz), Whiskey Lake, 15.6"" FHD, 8GB, 256GB SSD, Intel® UHD Graphics 620, Win10 Pro, Negru)","2.399,99 Lei","Stoc epuizat","22","https://www.evomag.ro/portabile-laptopuri-notebook/filtru/pagina:22","Laptop Dell Vostro 3580 (Procesor Intel® Core™ i3-8145U (4M Cache, up to 3.90 GHz), Whiskey Lake, 15.6"" FHD, 8GB, 256GB SSD, Intel® UHD Graphics 620, Win10 Pro, Negru)","https://www.evomag.ro/portabile-laptopuri-notebook/dell-laptop-dell-vostro-3580-procesor-intel-core-i3-8145u-4m-cache-up-to-3.90-ghz-whiskey-lake-15.6-fhd-8gb-256gb-ssd-intel-uhd-graphics-620-win10-pro-negru-3758037.html","https://static3.evomag.ro/img?file=products%2F3758%2F3758037%2F1564492714Laptop+Dell+Vostro+3580+%28Procesor+Intel%C2%AE+Core%E2%84%A2+i3-8145U+%284M+Cache%2C+up+to+3.90+GHz%29%2C+Whiskey+Lake%2C+15.6+FHD%2C+8GB%2C+256GB+SSD%2C+Intel%C2%AE+UHD+Graphics+620%2C+Win10+Pro%2C+Negru%29+1.jpg&height=150&extend=white"
